,Restaurant_id,City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,URL,nr_reviews,excellent,v_good,average,poor,terrible
1149,id_1149,Bratislava,"['Pub', 'Gastropub']",423.0,$$ - $$$,9.0,"[['NEVER MISS! Try it !Great Beer and green s...', 'Best beer and service all around Bratislav...'], ['11/28/2016', '10/07/2016']]",/Restaurant_Review-g274924-d6715733-Reviews-Hostinec_U_Justina-Bratislava_Bratislava_Region.html,d6715733,https://www.tripadvisor.com//Restaurant_Review-g274924-d6715733-Reviews-Hostinec_U_Justina-Bratislava_Bratislava_Region.html,11,4,0,0,0,0
1150,id_1150,Munich,"['American', 'Bar', 'Vegetarian Friendly', 'Vegan Options']",44.0,$$ - $$$,334.0,"[['Yummy burgers in interesting decor', 'Amazing place!'], ['12/29/2017', '11/05/2017']]",/Restaurant_Review-g187309-d7906348-Reviews-Hans_Im_Gluck-Munich_Upper_Bavaria_Bavaria.html,d7906348,https://www.tripadvisor.com//Restaurant_Review-g187309-d7906348-Reviews-Hans_Im_Gluck-Munich_Upper_Bavaria_Bavaria.html,568,87,58,19,7,9
1151,id_1151,Lyon,['French'],1297.0,$$$$,138.0,"[['Good location and good food', 'never again ! for foreign visitor enjoy th...'], ['04/11/2017', '12/03/2017']]",/Restaurant_Review-g187265-d3682199-Reviews-Le_Basilik-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d3682199,https://www.tripadvisor.com//Restaurant_Review-g187265-d3682199-Reviews-Le_Basilik-Lyon_Rhone_Auvergne_Rhone_Alpes.html,175,1,1,1,0,1
1152,id_1152,Milan,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion']",2709.0,$$ - $$$,260.0,"[['Poor, expensive sushi', 'Food ok - forreigners not welcomed'], ['09/22/2017', '02/17/2017']]",/Restaurant_Review-g187849-d1009774-Reviews-Parco_Sushi-Milan_Lombardy.html,d1009774,https://www.tripadvisor.com//Restaurant_Review-g187849-d1009774-Reviews-Parco_Sushi-Milan_Lombardy.html,302,11,13,3,2,6
1153,id_1153,Warsaw,,699.0,,8.0,"[['Pay by the weight', 'Eat good and pay by weight'], ['12/22/2017', '12/21/2017']]",/Restaurant_Review-g274856-d10769495-Reviews-Express_Marche-Warsaw_Mazovia_Province_Central_Poland.html,d10769495,https://www.tripadvisor.com//Restaurant_Review-g274856-d10769495-Reviews-Express_Marche-Warsaw_Mazovia_Province_Central_Poland.html,46,5,6,0,0,0
1154,id_1154,Lyon,['French'],314.0,$$ - $$$,244.0,"[['Super intro to Lyonnaise food!', 'Delicious evening meal'], ['09/22/2017', '12/07/2017']]",/Restaurant_Review-g187265-d2492737-Reviews-Chez_Sylvie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d2492737,https://www.tripadvisor.com//Restaurant_Review-g187265-d2492737-Reviews-Chez_Sylvie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,0,0,0,0,0,0
1155,id_1155,Paris,['European'],10270.0,,2.0,"[[], []]",/Restaurant_Review-g187147-d13196704-Reviews-Papa_Boun_Briocherie-Paris_Ile_de_France.html,d13196704,https://www.tripadvisor.com//Restaurant_Review-g187147-d13196704-Reviews-Papa_Boun_Briocherie-Paris_Ile_de_France.html,26,0,3,1,0,0
1156,id_1156,Milan,,3963.0,,27.0,"[['Cheap and decent!'], ['11/25/2015']]",/Restaurant_Review-g187849-d8338513-Reviews-Nuova_Pizza_Mundial-Milan_Lombardy.html,d8338513,https://www.tripadvisor.com//Restaurant_Review-g187849-d8338513-Reviews-Nuova_Pizza_Mundial-Milan_Lombardy.html,0,0,0,0,0,0
1157,id_1157,Rome,"['Italian', 'Seafood']",1630.0,$$ - $$$,27.0,"[[], []]",/Restaurant_Review-g187791-d12321381-Reviews-La_Cambusa-Rome_Lazio.html,d12321381,https://www.tripadvisor.com//Restaurant_Review-g187791-d12321381-Reviews-La_Cambusa-Rome_Lazio.html,98,71,20,3,1,3
1158,id_1158,Prague,"['American', 'Bar', 'European', 'Central American', 'Vegetarian Friendly', 'Gluten Free Options']",183.0,$$ - $$$,4382.0,"[['NYE', 'Good food, not as expensive as mentioned'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g274707-d1516182-Reviews-Hard_Rock_Cafe-Prague_Bohemia.html,d1516182,https://www.tripadvisor.com//Restaurant_Review-g274707-d1516182-Reviews-Hard_Rock_Cafe-Prague_Bohemia.html,6660,1521,958,386,122,117
1159,id_1159,Paris,"['Irish', 'Bar', 'European']",6321.0,$$ - $$$,38.0,"[['WONDERFUL BAR', 'great Irish pub in Paris'], ['08/25/2017', '08/14/2017']]",/Restaurant_Review-g187147-d8858957-Reviews-Ha_Penny_Bridge_pub-Paris_Ile_de_France.html,d8858957,https://www.tripadvisor.com//Restaurant_Review-g187147-d8858957-Reviews-Ha_Penny_Bridge_pub-Paris_Ile_de_France.html,63,39,7,0,0,5
1160,id_1160,Barcelona,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",342.0,$$ - $$$,159.0,"[['ELL O Vee Ly', 'Tasteful and tipically Italiana food'], ['12/28/2017', '11/30/2017']]",/Restaurant_Review-g187497-d9756269-Reviews-Cachaca_Restaurant-Barcelona_Catalonia.html,d9756269,https://www.tripadvisor.com//Restaurant_Review-g187497-d9756269-Reviews-Cachaca_Restaurant-Barcelona_Catalonia.html,323,71,12,6,1,3
1161,id_1161,Hamburg,,2019.0,,,"[[], []]",/Restaurant_Review-g187331-d9791243-Reviews-Dong_Ting_China_Restaurant-Hamburg.html,d9791243,https://www.tripadvisor.com//Restaurant_Review-g187331-d9791243-Reviews-Dong_Ting_China_Restaurant-Hamburg.html,0,0,0,0,0,0
1162,id_1162,Berlin,,2422.0,,6.0,"[['Nice coffee shop', 'Nice cappuccino friendly Barista'], ['12/31/2017', '12/11/2017']]",/Restaurant_Review-g187323-d12870795-Reviews-Einstein_Kaffee-Berlin.html,d12870795,https://www.tripadvisor.com//Restaurant_Review-g187323-d12870795-Reviews-Einstein_Kaffee-Berlin.html,26,3,4,1,0,1
1163,id_1163,London,,16322.0,,,"[['Takeaway nightmare'], ['11/18/2016']]",/Restaurant_Review-g186338-d4925466-Reviews-Hing_Cheong-London_England.html,d4925466,https://www.tripadvisor.com//Restaurant_Review-g186338-d4925466-Reviews-Hing_Cheong-London_England.html,3,2,0,0,0,1
1164,id_1164,Hamburg,,1246.0,,10.0,"[['Excellent food that has its price'], ['06/30/2015']]",/Restaurant_Review-g187331-d5511876-Reviews-Butter_Lindner-Hamburg.html,d5511876,https://www.tripadvisor.com//Restaurant_Review-g187331-d5511876-Reviews-Butter_Lindner-Hamburg.html,15,1,0,0,0,0
1165,id_1165,Rome,['Bar'],5301.0,,16.0,"[[], []]",/Restaurant_Review-g187791-d8027063-Reviews-Baguette_al_24-Rome_Lazio.html,d8027063,https://www.tripadvisor.com//Restaurant_Review-g187791-d8027063-Reviews-Baguette_al_24-Rome_Lazio.html,19,11,4,1,1,2
1166,id_1166,Rome,"['Italian', 'Pizza']",3239.0,$$ - $$$,165.0,"[['Excellent Food and Customer Service'], ['11/23/2016']]",/Restaurant_Review-g187791-d2652711-Reviews-Pizzeria_Trattoria_da_Pinuccio-Rome_Lazio.html,d2652711,https://www.tripadvisor.com//Restaurant_Review-g187791-d2652711-Reviews-Pizzeria_Trattoria_da_Pinuccio-Rome_Lazio.html,213,1,0,0,0,0
1167,id_1167,Amsterdam,"['Steakhouse', 'Barbecue', 'South American', 'Brazilian']",3193.0,$$ - $$$,161.0,"[['I do not recommend', 'Good spot for lunch'], ['07/30/2017', '03/20/2017']]",/Restaurant_Review-g188590-d2173139-Reviews-Braziliaans_Grill_Restaurant_Rodizio_nl-Amsterdam_North_Holland_Province.html,d2173139,https://www.tripadvisor.com//Restaurant_Review-g188590-d2173139-Reviews-Braziliaans_Grill_Restaurant_Rodizio_nl-Amsterdam_North_Holland_Province.html,170,13,14,18,5,22
1168,id_1168,Madrid,,2807.0,,27.0,"[['Great local spot that welcomes tourists!', 'Best tapas ever!!'], ['11/03/2016', '10/29/2016']]",/Restaurant_Review-g187514-d7998517-Reviews-Donde_Chelo-Madrid.html,d7998517,https://www.tripadvisor.com//Restaurant_Review-g187514-d7998517-Reviews-Donde_Chelo-Madrid.html,29,5,1,0,0,0
1169,id_1169,Paris,"['Japanese', 'Sushi', 'Asian']",3472.0,$$ - $$$,106.0,"[['Unfortunately just average', 'Fresh product but too gluey/compact rice'], ['10/08/2016', '03/13/2016']]",/Restaurant_Review-g187147-d4409912-Reviews-Sushi_WA-Paris_Ile_de_France.html,d4409912,https://www.tripadvisor.com//Restaurant_Review-g187147-d4409912-Reviews-Sushi_WA-Paris_Ile_de_France.html,125,3,8,4,1,0
1170,id_1170,Dublin,"['African', 'Bar', 'European', 'British', 'Pub', 'South American', 'Ethiopian', 'Ecuadorean']",1363.0,,2.0,"[['Very nice again', 'Anniversary meal'], ['11/17/2017', '11/05/2017']]",/Restaurant_Review-g186605-d12717191-Reviews-Residence_41-Dublin_County_Dublin.html,d12717191,https://www.tripadvisor.com//Restaurant_Review-g186605-d12717191-Reviews-Residence_41-Dublin_County_Dublin.html,0,0,0,0,0,0
1171,id_1171,Madrid,"['Indian', 'Asian', 'Nepali', 'Vegetarian Friendly']",1219.0,$$ - $$$,22.0,"[['Fantastic food, Excellent service', 'Surprising good Indian food in Spain'], ['01/07/2018', '11/08/2017']]",/Restaurant_Review-g187514-d12488993-Reviews-Kathmandu_Tandoori_House_Nepali_Indian_Cuisine-Madrid.html,d12488993,https://www.tripadvisor.com//Restaurant_Review-g187514-d12488993-Reviews-Kathmandu_Tandoori_House_Nepali_Indian_Cuisine-Madrid.html,2129,652,24,9,2,2
1172,id_1172,Paris,"['French', 'European', 'Vegetarian Friendly']",2792.0,$$ - $$$,523.0,"[[""Go when you're free!"", 'Nice place and good meals for a dinner in...'], ['09/28/2017', '06/07/2017']]",/Restaurant_Review-g187147-d1390887-Reviews-Auberge_du_Moulin_Vert-Paris_Ile_de_France.html,d1390887,https://www.tripadvisor.com//Restaurant_Review-g187147-d1390887-Reviews-Auberge_du_Moulin_Vert-Paris_Ile_de_France.html,733,18,10,5,2,4
1173,id_1173,Madrid,"['Peruvian', 'Mediterranean', 'Spanish', 'Fusion', 'South American', 'Latin']",2495.0,$$ - $$$,11.0,"[['Small bar/restaurant with interesting dish...'], ['11/11/2017']]",/Restaurant_Review-g187514-d12986588-Reviews-El_Taller_Restaurante-Madrid.html,d12986588,https://www.tripadvisor.com//Restaurant_Review-g187514-d12986588-Reviews-El_Taller_Restaurante-Madrid.html,118,2,1,0,0,0
1174,id_1174,Berlin,['German'],3682.0,$$ - $$$,40.0,"[['A final beer before airport.', 'Breakfast for Two'], ['08/31/2017', '01/11/2016']]",/Restaurant_Review-g187323-d1795409-Reviews-Cent_Anni-Berlin.html,d1795409,https://www.tripadvisor.com//Restaurant_Review-g187323-d1795409-Reviews-Cent_Anni-Berlin.html,54,7,1,3,0,1
1175,id_1175,Krakow,,722.0,,8.0,"[['Traditional Polish food and service', 'Cheap polish food'], ['10/25/2017', '06/10/2017']]",/Restaurant_Review-g274772-d10901200-Reviews-Bar_Uniwersytecki-Krakow_Lesser_Poland_Province_Southern_Poland.html,d10901200,https://www.tripadvisor.com//Restaurant_Review-g274772-d10901200-Reviews-Bar_Uniwersytecki-Krakow_Lesser_Poland_Province_Southern_Poland.html,19,2,3,0,0,0
1176,id_1176,Prague,"['Brew Pub', 'Bar', 'American', 'Barbecue', 'Vegetarian Friendly']",804.0,$$ - $$$,55.0,"[['Best Meal we had in Prague!', 'Best burger...'], ['01/04/2018', '12/28/2017']]",/Restaurant_Review-g274707-d7045690-Reviews-U_Kurelu-Prague_Bohemia.html,d7045690,https://www.tripadvisor.com//Restaurant_Review-g274707-d7045690-Reviews-U_Kurelu-Prague_Bohemia.html,91,39,13,4,2,3
1177,id_1177,Athens,"['Mediterranean', 'Greek']",1447.0,,2.0,"[['Ups and Downs of Oinovasilemata'], ['06/01/2016']]",/Restaurant_Review-g189400-d10422076-Reviews-Oinovasilemata-Athens_Attica.html,d10422076,https://www.tripadvisor.com//Restaurant_Review-g189400-d10422076-Reviews-Oinovasilemata-Athens_Attica.html,4,0,1,0,0,0
1178,id_1178,Paris,,12542.0,,31.0,"[['A corner of Paris', 'Sunday afternoon'], ['06/10/2017', '03/06/2017']]",/Restaurant_Review-g187147-d7816172-Reviews-Le_Bar_Bouille-Paris_Ile_de_France.html,d7816172,https://www.tripadvisor.com//Restaurant_Review-g187147-d7816172-Reviews-Le_Bar_Bouille-Paris_Ile_de_France.html,52,3,2,3,0,2
1179,id_1179,Zurich,"['French', 'Swiss', 'International', 'European', 'Diner']",1020.0,,6.0,"[['Very nice hotel', 'Great hotel in superb location'], ['08/09/2017', '09/20/2015']]",/Restaurant_Review-g188113-d4224522-Reviews-Hotel_Sternen-Zurich.html,d4224522,https://www.tripadvisor.com//Restaurant_Review-g188113-d4224522-Reviews-Hotel_Sternen-Zurich.html,10,1,1,0,1,0
1180,id_1180,Amsterdam,['Chinese'],1826.0,$,13.0,"[['Nice Chinese food', 'Great Wok, home style!'], ['12/28/2017', '04/29/2017']]",/Restaurant_Review-g188590-d4063578-Reviews-Wok2home-Amsterdam_North_Holland_Province.html,d4063578,https://www.tripadvisor.com//Restaurant_Review-g188590-d4063578-Reviews-Wok2home-Amsterdam_North_Holland_Province.html,13,4,3,1,0,0
1181,id_1181,Stockholm,,2257.0,,4.0,"[['Tasty, reliable and affordable sushi in Hö...', 'Sushi for locals'], ['10/02/2017', '09/15/2016']]",/Restaurant_Review-g189852-d10730270-Reviews-Sushibar_Yinzuo-Stockholm.html,d10730270,https://www.tripadvisor.com//Restaurant_Review-g189852-d10730270-Reviews-Sushibar_Yinzuo-Stockholm.html,5,0,2,1,0,0
1182,id_1182,Madrid,['Italian'],7259.0,,4.0,"[['A Great Find in Madrid!'], ['08/02/2017']]",/Restaurant_Review-g187514-d11045364-Reviews-Piccolo_Andrea-Madrid.html,d11045364,https://www.tripadvisor.com//Restaurant_Review-g187514-d11045364-Reviews-Piccolo_Andrea-Madrid.html,5,1,0,0,0,0
1183,id_1183,Dublin,"['Bar', 'Pub']",1437.0,$$ - $$$,20.0,"[['Great Show and Venue', 'Fabulous Evening great venue'], ['10/03/2017', '03/03/2017']]",/Restaurant_Review-g186605-d11799000-Reviews-Magistorium-Dublin_County_Dublin.html,d11799000,https://www.tripadvisor.com//Restaurant_Review-g186605-d11799000-Reviews-Magistorium-Dublin_County_Dublin.html,20,12,3,1,0,4
1184,id_1184,London,"['Barbecue', 'Steakhouse', 'British', 'Gluten Free Options']",946.0,$$ - $$$,232.0,"[['Fabulous', 'The Perfect Steak'], ['01/01/2018', '12/11/2017']]",/Restaurant_Review-g186338-d6405424-Reviews-Roxie_Steak_Putney-London_England.html,d6405424,https://www.tripadvisor.com//Restaurant_Review-g186338-d6405424-Reviews-Roxie_Steak_Putney-London_England.html,351,205,89,31,9,4
1185,id_1185,Lisbon,"['Mediterranean', 'European', 'Portuguese', 'Vegetarian Friendly']",1232.0,$$ - $$$,133.0,"[['2nd visit', 'Good local find'], ['08/22/2017', '04/11/2017']]",/Restaurant_Review-g189158-d7260774-Reviews-Dona_Quiteria-Lisbon_Lisbon_District_Central_Portugal.html,d7260774,https://www.tripadvisor.com//Restaurant_Review-g189158-d7260774-Reviews-Dona_Quiteria-Lisbon_Lisbon_District_Central_Portugal.html,161,43,8,1,3,7
1186,id_1186,Rome,"['Italian', 'Vegetarian Friendly']",2748.0,$$ - $$$,80.0,"[['Good food in a garden', 'Great coffee, lovely lunches and excellent...'], ['08/11/2016', '01/03/2016']]",/Restaurant_Review-g187791-d2368662-Reviews-Ribot_Olgiata-Rome_Lazio.html,d2368662,https://www.tripadvisor.com//Restaurant_Review-g187791-d2368662-Reviews-Ribot_Olgiata-Rome_Lazio.html,119,0,7,1,0,0
1187,id_1187,Luxembourg,"['French', 'European', 'Vegetarian Friendly']",24.0,$$ - $$$,276.0,"[['Incredible!', 'Excellent restaurant'], ['12/23/2017', '12/11/2017']]",/Restaurant_Review-g190356-d1027661-Reviews-Brasserie_L_Annexe-Luxembourg_City.html,d1027661,https://www.tripadvisor.com//Restaurant_Review-g190356-d1027661-Reviews-Brasserie_L_Annexe-Luxembourg_City.html,471,97,49,17,6,2
1188,id_1188,Madrid,['Spanish'],2243.0,$$$$,106.0,"[[], []]",/Restaurant_Review-g187514-d3138697-Reviews-Restaurante_San_Francisco-Madrid.html,d3138697,https://www.tripadvisor.com//Restaurant_Review-g187514-d3138697-Reviews-Restaurante_San_Francisco-Madrid.html,213,1,1,0,0,0
1189,id_1189,London,,13688.0,,4.0,"[['Great', 'Never again!'], ['07/14/2017', '06/25/2016']]",/Restaurant_Review-g186338-d5810138-Reviews-Oriental_Star-London_England.html,d5810138,https://www.tripadvisor.com//Restaurant_Review-g186338-d5810138-Reviews-Oriental_Star-London_England.html,5,3,1,1,0,0
1190,id_1190,London,"['European', 'British', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",808.0,$$ - $$$,498.0,"[['Afternoon tea', 'Lunch'], ['11/18/2017', '11/12/2017']]",/Restaurant_Review-g186338-d1420163-Reviews-Afternoon_Tea_at_The_Rubens_at_the_Palace-London_England.html,d1420163,https://www.tripadvisor.com//Restaurant_Review-g186338-d1420163-Reviews-Afternoon_Tea_at_The_Rubens_at_the_Palace-London_England.html,625,354,132,56,26,14
1191,id_1191,Krakow,,1187.0,,5.0,"[['Huge Burger', 'What a big burger!'], ['07/21/2015', '02/02/2015']]",/Restaurant_Review-g274772-d6628560-Reviews-Square_Burger_Pasta-Krakow_Lesser_Poland_Province_Southern_Poland.html,d6628560,https://www.tripadvisor.com//Restaurant_Review-g274772-d6628560-Reviews-Square_Burger_Pasta-Krakow_Lesser_Poland_Province_Southern_Poland.html,6,1,2,0,0,0
1192,id_1192,Amsterdam,"['Chinese', 'Asian']",3090.0,$$ - $$$,57.0,"[['Not much choice we had to try', 'Don’t bother'], ['10/22/2017', '12/12/2017']]",/Restaurant_Review-g188590-d4414621-Reviews-Yang_Ming_Asian_Cuisine-Amsterdam_North_Holland_Province.html,d4414621,https://www.tripadvisor.com//Restaurant_Review-g188590-d4414621-Reviews-Yang_Ming_Asian_Cuisine-Amsterdam_North_Holland_Province.html,68,8,13,9,5,11
1193,id_1193,London,"['Bar', 'British', 'Gastropub', 'Vegetarian Friendly', 'Gluten Free Options']",4310.0,$$ - $$$,456.0,"[['Food was fine, venue confusing', 'Average'], ['12/22/2017', '12/06/2017']]",/Restaurant_Review-g186338-d6219693-Reviews-The_Fable_Bar_Restaurant-London_England.html,d6219693,https://www.tripadvisor.com//Restaurant_Review-g186338-d6219693-Reviews-The_Fable_Bar_Restaurant-London_England.html,548,191,147,74,48,63
1194,id_1194,Berlin,['Vegetarian Friendly'],1250.0,$$ - $$$,29.0,"[['A Quiet Achiever', 'Simple amazing'], ['08/09/2017', '04/30/2017']]",/Restaurant_Review-g187323-d7389608-Reviews-Landwirt-Berlin.html,d7389608,https://www.tripadvisor.com//Restaurant_Review-g187323-d7389608-Reviews-Landwirt-Berlin.html,47,7,2,0,0,0
1195,id_1195,Rome,"['Italian', 'Cafe', 'Bar']",2418.0,$$ - $$$,119.0,"[['perfect place to have a coffee and croissa...', 'Great spot really nice barman'], ['12/29/2017', '12/21/2017']]",/Restaurant_Review-g187791-d2660449-Reviews-Bar_Rossana_1946-Rome_Lazio.html,d2660449,https://www.tripadvisor.com//Restaurant_Review-g187791-d2660449-Reviews-Bar_Rossana_1946-Rome_Lazio.html,176,33,12,8,2,6
1196,id_1196,Athens,"['Brazilian', 'Latin', 'Barbecue', 'Steakhouse']",564.0,$$ - $$$,53.0,"[['Decent and quite good value', 'An interesting choice'], ['12/18/2017', '03/19/2017']]",/Restaurant_Review-g189400-d1581674-Reviews-Maracana_Grill-Athens_Attica.html,d1581674,https://www.tripadvisor.com//Restaurant_Review-g189400-d1581674-Reviews-Maracana_Grill-Athens_Attica.html,118,12,8,4,0,2
1197,id_1197,Milan,['Italian'],3820.0,,4.0,"[[], []]",/Restaurant_Review-g187849-d3791808-Reviews-The_Secret_cafe-Milan_Lombardy.html,d3791808,https://www.tripadvisor.com//Restaurant_Review-g187849-d3791808-Reviews-The_Secret_cafe-Milan_Lombardy.html,7,4,2,1,0,0
1198,id_1198,Barcelona,"['Mediterranean', 'Vegan Options']",6622.0,$$ - $$$,35.0,"[['Awesome!', 'Slow and rude service - awful food'], ['10/21/2017', '10/31/2016']]",/Restaurant_Review-g187497-d7215770-Reviews-Nabibi_Vital_Cooking-Barcelona_Catalonia.html,d7215770,https://www.tripadvisor.com//Restaurant_Review-g187497-d7215770-Reviews-Nabibi_Vital_Cooking-Barcelona_Catalonia.html,45,5,5,2,1,2
1199,id_1199,Paris,"['Moroccan', 'Middle Eastern']",4101.0,$$ - $$$,188.0,"[['Hearty couscous amidst the Latin Quarter b...', 'A Good Dinner in a Very Touristy Area of P...'], ['08/29/2017', '05/17/2017']]",/Restaurant_Review-g187147-d944251-Reviews-Au_Bon_Couscous-Paris_Ile_de_France.html,d944251,https://www.tripadvisor.com//Restaurant_Review-g187147-d944251-Reviews-Au_Bon_Couscous-Paris_Ile_de_France.html,265,33,30,14,6,9
1200,id_1200,Budapest,"['Fast Food', 'European', 'Hungarian']",1560.0,$,2.0,"[['Beers everywhere!'], ['11/18/2017']]",/Restaurant_Review-g274887-d12708465-Reviews-Beer_Point_Budapest-Budapest_Central_Hungary.html,d12708465,https://www.tripadvisor.com//Restaurant_Review-g274887-d12708465-Reviews-Beer_Point_Budapest-Budapest_Central_Hungary.html,48,9,14,3,1,2
1201,id_1201,Athens,,1107.0,,,"[[], []]",/Restaurant_Review-g189400-d12550266-Reviews-Zoula-Athens_Attica.html,d12550266,https://www.tripadvisor.com//Restaurant_Review-g189400-d12550266-Reviews-Zoula-Athens_Attica.html,3,2,1,0,0,0
1202,id_1202,Paris,"['French', 'European']",1574.0,$$$$,163.0,"[['Very nice restaurant', 'Lunch'], ['11/07/2017', '10/12/2017']]",/Restaurant_Review-g187147-d797267-Reviews-Chaumette-Paris_Ile_de_France.html,d797267,https://www.tripadvisor.com//Restaurant_Review-g187147-d797267-Reviews-Chaumette-Paris_Ile_de_France.html,191,43,17,0,2,0
1203,id_1203,Rome,"['Italian', 'Seafood', 'Mediterranean']",1667.0,$$ - $$$,251.0,"[['Really good meal in great place', 'A truly superb restaurant'], ['11/07/2017', '12/05/2017']]",/Restaurant_Review-g187791-d2346840-Reviews-Ristorante_Da_Franco-Rome_Lazio.html,d2346840,https://www.tripadvisor.com//Restaurant_Review-g187791-d2346840-Reviews-Ristorante_Da_Franco-Rome_Lazio.html,342,18,3,1,0,1
1204,id_1204,Madrid,,5836.0,,,"[[], []]",/Restaurant_Review-g187514-d8003101-Reviews-Casa_Paquito-Madrid.html,d8003101,https://www.tripadvisor.com//Restaurant_Review-g187514-d8003101-Reviews-Casa_Paquito-Madrid.html,1,0,1,0,0,0
1205,id_1205,Prague,['International'],2709.0,,9.0,"[['Nice!', 'Perfect summer evening location'], ['01/15/2017', '05/29/2015']]",/Restaurant_Review-g274707-d7114425-Reviews-Kavarna_S_P_L_A_V-Prague_Bohemia.html,d7114425,https://www.tripadvisor.com//Restaurant_Review-g274707-d7114425-Reviews-Kavarna_S_P_L_A_V-Prague_Bohemia.html,15,1,4,1,0,0
1206,id_1206,Milan,,2861.0,,31.0,"[['Excellent'], ['03/07/2017']]",/Restaurant_Review-g187849-d10046178-Reviews-La_Saporita-Milan_Lombardy.html,d10046178,https://www.tripadvisor.com//Restaurant_Review-g187849-d10046178-Reviews-La_Saporita-Milan_Lombardy.html,62,2,1,0,0,0
1207,id_1207,Paris,"['French', 'European', 'Vegetarian Friendly']",705.0,$$ - $$$,892.0,"[['Tourist Area', 'Would go'], ['12/30/2017', '11/22/2017']]",/Restaurant_Review-g187147-d1580042-Reviews-Chez_Fernand_Christine-Paris_Ile_de_France.html,d1580042,https://www.tripadvisor.com//Restaurant_Review-g187147-d1580042-Reviews-Chez_Fernand_Christine-Paris_Ile_de_France.html,931,388,161,48,18,24
1208,id_1208,Edinburgh,,1571.0,,3.0,"[['Nothing special', 'Tea time take away'], ['10/24/2017', '02/11/2017']]",/Restaurant_Review-g186525-d5425678-Reviews-Turkish_Kebab_Fish_Chips-Edinburgh_Scotland.html,d5425678,https://www.tripadvisor.com//Restaurant_Review-g186525-d5425678-Reviews-Turkish_Kebab_Fish_Chips-Edinburgh_Scotland.html,9,6,1,1,1,0
1209,id_1209,Barcelona,['Cafe'],7401.0,$,2.0,"[['Go somewhere else', 'Delicious!'], ['01/09/2017', '01/08/2017']]",/Restaurant_Review-g187497-d10664301-Reviews-Pastisseria_Voglie-Barcelona_Catalonia.html,d10664301,https://www.tripadvisor.com//Restaurant_Review-g187497-d10664301-Reviews-Pastisseria_Voglie-Barcelona_Catalonia.html,0,0,0,0,0,0
1210,id_1210,London,,11485.0,,3.0,"[['Great breakfast', 'A nice little breakfast'], ['08/07/2017', '04/29/2017']]",/Restaurant_Review-g186338-d12340653-Reviews-Abbey_Cafe_Abbey_Wood-London_England.html,d12340653,https://www.tripadvisor.com//Restaurant_Review-g186338-d12340653-Reviews-Abbey_Cafe_Abbey_Wood-London_England.html,21,14,5,0,0,1
1211,id_1211,Madrid,['Japanese'],4534.0,,35.0,"[[], []]",/Restaurant_Review-g187514-d5795133-Reviews-La_Taberna_de_Chana_Valdebernardo-Madrid.html,d5795133,https://www.tripadvisor.com//Restaurant_Review-g187514-d5795133-Reviews-La_Taberna_de_Chana_Valdebernardo-Madrid.html,52,10,19,16,1,6
1212,id_1212,Hamburg,"['International', 'European', 'Contemporary', 'Central European', 'Vegetarian Friendly']",32.0,$$$$,110.0,"[['Delicious find!!!', 'Outstanding'], ['09/06/2017', '08/09/2017']]",/Restaurant_Review-g187331-d9730043-Reviews-Heldenplatz_Restaurant-Hamburg.html,d9730043,https://www.tripadvisor.com//Restaurant_Review-g187331-d9730043-Reviews-Heldenplatz_Restaurant-Hamburg.html,245,29,9,2,0,2
1213,id_1213,London,"['Indian', 'Vegetarian Friendly']",13806.0,$$ - $$$,295.0,"[['Shame they just want your money', 'Pathetic food.... Very very rude....'], ['06/19/2016', '05/14/2016']]",/Restaurant_Review-g186338-d2001470-Reviews-Golden_Oven-London_England.html,d2001470,https://www.tripadvisor.com//Restaurant_Review-g186338-d2001470-Reviews-Golden_Oven-London_England.html,0,0,0,0,0,0
1214,id_1214,Copenhagen,"['Scandinavian', 'Danish', 'Fast Food', 'European']",543.0,$,35.0,"[['best fastfood ever', 'Danish fastfood at its best!'], ['07/11/2017', '02/20/2017']]",/Restaurant_Review-g189541-d1121947-Reviews-Harrys_Place-Copenhagen_Zealand.html,d1121947,https://www.tripadvisor.com//Restaurant_Review-g189541-d1121947-Reviews-Harrys_Place-Copenhagen_Zealand.html,49,8,4,0,0,0
1215,id_1215,Munich,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",754.0,$$ - $$$,40.0,"[['Delicious', 'One of the best in munich'], ['09/20/2017', '08/03/2017']]",/Restaurant_Review-g187309-d2481127-Reviews-Osteria_Blu_Notte-Munich_Upper_Bavaria_Bavaria.html,d2481127,https://www.tripadvisor.com//Restaurant_Review-g187309-d2481127-Reviews-Osteria_Blu_Notte-Munich_Upper_Bavaria_Bavaria.html,56,5,2,0,1,0
